modzcta,month,total_requests,noise_total,illegal_parking,heat_hot_water,sanitation,rodent,homeless_assistance,animal_abuse,taxi_complaint,food_establishment,street_light_condition,missed_collection,type__Abandoned_Vehicle,type__Blocked_Driveway,type__HEAT_HOT_WATER,type__Illegal_Parking,type__Noise,type__Noise_-_Commercial,type__Noise_-_Residential,type__Noise_-_Street_Sidewalk,type__Noise_-_Vehicle,type__PAINT_PLASTER,type__PLUMBING,type__Request_Large_Bulky_Item_Collection,type__Street_Condition,type__UNSANITARY_CONDITION,type__Water_System,Health,Homeless,NYPD,Other,Sanitation,Transportation
10027,2025-03,2225,651,254,275,151,30,14,0,5,8,17,45,13,12,275,254,40,108,190,112,16,44,83,43,106,15,64,16,937,937,157,114
10028,2025-03,1048,139,90,40,34,50,9,0,7,81,7,16,7,9,40,90,45,32,38,10,5,8,13,39,18,4,184,10,238,445,89,82
10029,2025-03,2160,798,134,220,129,36,7,0,4,15,6,13,26,26,220,134,54,59,464,202,15,53,56,44,116,15,76,7,997,823,146,111
10030,2025-03,1553,560,80,209,99,25,12,0,0,4,3,7,6,11,209,80,27,59,269,199,6,44,64,11,92,9,44,12,697,706,60,34
10031,2025-03,2618,785,286,407,147,32,3,0,0,3,10,11,7,14,407,286,40,103,378,227,37,101,119,17,136,14,60,6,1076,1310,116,50
10032,2025-03,2642,625,325,509,169,27,6,0,2,8,5,21,27,2,509,325,21,31,387,140,45,115,94,21,148,10,65,6,980,1362,167,62
10033,2025-03,2296,752,213,472,80,22,7,0,0,6,16,6,19,16,472,213,37,87,419,173,36,57,101,27,74,3,52,8,992,1083,83,78
10034,2025-03,1839,459,216,358,103,21,3,0,0,3,29,6,11,11,358,216,23,59,177,125,71,54,68,31,97,21,55,3,708,892,82,99
10035,2025-03,1238,199,122,109,80,171,4,0,1,7,6,6,6,15,109,122,11,24,104,46,11,41,65,46,74,9,192,5,357,521,76,87
10036,2025-03,1728,242,142,36,30,15,142,0,32,31,10,8,3,16,36,142,63,32,60,46,40,11,13,48,22,19,71,243,530,591,183,110
10037,2025-03,621,147,55,105,38,15,1,0,0,2,8,4,0,6,105,55,15,2,93,33,3,19,32,3,34,2,28,1,209,327,32,24
10038,2025-03,552,119,139,11,15,9,22,0,1,9,5,1,0,14,11,139,47,4,47,11,9,0,1,34,14,1,24,23,239,136,72,58
10039,2025-03,1508,416,54,420,107,15,3,0,0,3,6,2,4,5,420,54,14,15,336,41,9,49,75,7,105,4,24,3,470,938,51,22
10040,2025-03,2075,600,178,365,141,8,12,0,0,0,11,2,11,7,365,178,37,37,372,111,39,123,108,15,139,11,37,15,817,1124,45,37
10041,2025-03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,3
10044,2025-03,43,12,1,2,5,0,2,0,0,2,0,0,0,0,2,1,3,1,7,0,1,1,3,0,5,0,6,2,12,23,0,0
10045,2025-03,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,3,0,0,1
10048,2025-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10065,2025-03,714,125,123,46,34,3,7,0,10,5,10,18,3,3,46,123,46,30,35,6,8,15,6,48,16,16,21,7,221,256,109,100
10069,2025-03,54,5,10,2,7,0,0,0,0,0,1,0,0,0,2,10,1,0,1,3,0,0,1,3,7,0,1,0,14,26,1,12
10075,2025-03,484,109,50,27,11,16,20,0,8,6,2,3,2,1,27,50,52,13,26,7,11,4,2,37,8,4,36,27,137,177,47,60
10103,2025-03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10105,2025-03,9,2,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,4,1,2,0
10106,2025-03,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
10107,2025-03,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
10110,2025-03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10112,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10119,2025-03,8,0,2,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1
10120,2025-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10121,2025-03,47,4,5,0,0,0,0,0,6,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,1,0,8,18,20,0
10122,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10128,2025-03,876,278,79,78,36,35,1,0,12,17,5,11,7,12,78,79,95,25,122,21,15,6,8,45,25,9,72,1,304,356,50,93
10151,2025-03,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10153,2025-03,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,2,2,0
10154,2025-03,8,0,3,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,3,4,0,0
10155,2025-03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10158,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10165,2025-03,7,0,4,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0
10166,2025-03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10168,2025-03,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,1,2
10169,2025-03,39,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1,1,1
10170,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10171,2025-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10172,2025-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
10173,2025-03,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10174,2025-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
10175,2025-03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10176,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10271,2025-03,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10278,2025-03,17,0,4,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11
10279,2025-03,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,2
10280,2025-03,42,5,5,0,1,0,0,0,0,1,0,0,0,0,0,5,2,1,1,0,1,0,2,4,1,1,5,0,8,25,0,4
10281,2025-03,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
10282,2025-03,37,7,11,0,0,0,0,0,1,1,4,0,0,0,0,11,4,0,3,0,0,0,0,0,0,0,2,0,17,7,3,8
10301,2025-03,1192,201,108,118,110,6,3,0,0,2,25,53,35,59,118,108,16,16,92,30,47,25,18,69,57,45,20,3,407,454,156,152
10302,2025-03,496,38,134,15,39,2,2,0,0,3,8,31,17,28,15,134,3,6,22,4,3,8,14,8,8,19,10,2,222,147,79,36
10303,2025-03,535,98,75,18,43,4,0,0,0,1,8,31,26,40,18,75,8,3,72,4,10,6,11,7,12,17,11,0,246,143,98,37
10304,2025-03,1103,184,179,98,73,7,1,0,0,1,17,40,40,35,98,179,6,18,141,15,3,16,13,63,33,43,17,1,456,375,145,109
10305,2025-03,852,114,206,21,63,6,1,0,1,2,12,54,54,39,21,206,15,5,82,6,5,4,4,34,9,18,16,1,411,207,143,74
10306,2025-03,1162,141,156,21,76,13,2,0,0,1,32,65,58,43,21,156,50,1,45,23,22,2,38,146,11,48,32,2,364,397,146,221
10307,2025-03,236,36,33,0,31,1,1,0,0,1,5,31,12,6,0,33,6,13,11,5,1,0,0,20,0,12,7,1,87,55,58,28
10308,2025-03,551,40,77,14,51,4,0,0,0,0,19,45,37,12,14,77,5,1,21,3,10,6,2,41,6,22,9,0,178,185,92,87
10309,2025-03,774,45,132,2,59,3,1,0,0,1,6,57,23,13,2,132,9,9,24,0,3,0,1,82,2,42,16,1,233,179,227,118
10310,2025-03,536,68,86,29,54,23,0,0,0,1,11,50,40,34,29,86,13,2,50,2,1,2,3,13,4,17,29,0,220,130,111,46
10312,2025-03,1320,73,227,3,112,5,16,0,0,0,28,105,39,29,3,227,10,7,30,10,16,0,1,97,7,53,27,16,413,288,384,192
10314,2025-03,1724,169,368,29,95,9,0,0,0,5,44,79,84,71,29,368,27,4,105,8,8,8,9,92,16,61,33,0,723,467,286,215
10451,2025-03,2076,385,198,426,134,10,10,0,1,11,16,10,14,30,426,198,13,7,278,74,12,78,90,51,124,9,48,10,666,1130,117,105
10452,2025-03,3835,679,312,810,314,69,8,0,0,3,15,9,18,77,810,312,16,54,415,124,70,132,185,22,305,10,105,9,1134,2310,182,95
10453,2025-03,3025,599,315,582,232,12,5,0,1,5,21,15,13,119,582,315,13,47,425,71,42,127,179,29,217,7,49,7,1074,1677,124,94
10454,2025-03,1280,410,113,123,71,21,1,0,0,2,13,11,16,27,123,113,15,53,182,127,21,43,37,32,60,16,46,1,573,498,91,71
10455,2025-03,1743,327,325,247,119,22,0,0,0,4,23,17,20,47,247,325,25,13,215,71,3,53,72,22,102,5,42,0,739,785,105,72
10456,2025-03,3382,915,234,567,302,22,13,0,0,2,28,13,17,103,567,234,20,27,653,179,31,157,142,10,289,4,46,13,1304,1784,140,95
10457,2025-03,3473,677,398,537,242,22,3,0,1,6,18,18,35,98,537,398,22,28,482,106,27,151,166,16,224,23,51,6,1247,1904,183,82
10458,2025-03,3532,617,385,837,241,30,8,0,0,5,7,21,13,81,837,385,30,70,395,108,13,169,145,21,220,24,71,8,1109,2071,191,82
10459,2025-03,1840,404,132,274,137,18,3,0,0,0,12,18,10,62,274,132,5,25,295,70,8,89,83,19,119,11,30,3,667,940,102,98
10460,2025-03,2559,642,196,338,177,33,9,0,0,2,25,8,27,110,338,196,11,64,325,178,54,103,110,15,169,19,53,9,1033,1173,197,94
10461,2025-03,2216,317,557,271,72,9,2,0,0,4,54,23,80,148,271,557,53,12,215,20,16,26,29,39,49,27,68,2,1092,743,168,143
10462,2025-03,2651,531,462,471,116,13,5,0,0,6,36,12,35,149,471,462,45,29,389,51,16,83,65,49,104,25,44,5,1173,1143,143,143
10463,2025-03,3042,427,904,601,126,15,1,0,0,2,13,12,33,117,601,904,34,15,308,36,30,67,59,47,114,20,52,1,1471,1237,150,131
10464,2025-03,147,20,16,3,4,1,0,0,0,1,8,4,7,9,3,16,3,1,4,6,6,0,0,16,0,3,3,0,53,45,13,33
10465,2025-03,1353,111,432,42,52,8,1,0,0,2,40,38,125,87,42,432,16,4,74,8,8,4,14,43,14,20,20,1,757,258,164,153
10466,2025-03,5022,2886,421,353,153,8,1,0,0,1,19,49,89,193,353,421,18,64,2781,17,6,68,82,35,104,18,16,1,3618,999,277,111
10467,2025-03,3968,811,517,736,217,51,2,0,1,5,23,20,35,206,736,517,20,6,662,89,33,139,137,40,197,24,90,2,1593,1966,195,122
10468,2025-03,3622,631,585,882,188,23,11,0,0,4,19,8,27,86,882,585,17,6,490,83,29,127,156,24,180,12,54,11,1387,1921,175,74
10469,2025-03,2150,201,206,748,113,17,3,0,0,7,20,42,77,150,748,206,19,14,147,8,3,35,27,42,71,34,45,3,636,1161,213,92
10470,2025-03,991,96,297,241,36,5,4,0,0,2,2,18,45,39,241,297,6,7,42,35,6,8,20,20,18,4,11,4,483,373,74,46
10471,2025-03,807,102,233,82,29,6,1,0,0,1,18,14,41,16,82,233,18,6,54,11,12,6,14,47,15,29,14,1,408,268,37,79
10472,2025-03,2044,372,319,351,97,28,4,0,0,2,11,13,22,138,351,319,12,37,280,33,9,41,49,28,84,15,46,4,872,874,166,82
10473,2025-03,1337,252,261,140,61,6,5,0,1,2,15,19,48,80,140,261,8,4,196,35,8,23,38,22,42,12,26,5,642,452,148,64
10474,2025-03,442,91,57,35,24,7,2,0,0,0,3,2,10,32,35,57,4,1,53,23,10,15,9,12,22,7,11,5,193,169,36,28
10475,2025-03,461,30,94,47,15,3,1,0,0,2,11,4,17,20,47,94,9,0,16,4,1,13,9,19,11,6,11,1,155,154,78,62
11001,2025-03,93,5,42,1,4,1,0,0,0,0,3,4,8,8,1,42,1,0,1,1,2,0,1,0,0,1,3,0,64,16,7,3
11004,2025-03,224,18,30,0,4,5,0,0,0,0,4,4,9,5,0,30,4,0,5,3,3,0,0,15,0,16,8,0,62,80,11,63
11040,2025-03,53,5,12,0,1,1,0,0,0,0,3,1,0,3,0,12,2,0,0,1,2,0,0,2,0,0,1,0,18,17,8,9
11096,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11101,2025-03,3100,517,1368,44,30,23,7,0,5,12,55,18,45,162,44,1368,63,72,305,50,23,5,24,105,12,75,64,13,2085,425,188,325
11102,2025-03,1145,215,230,63,36,17,4,0,0,1,8,16,11,115,63,230,47,23,109,19,16,9,22,56,20,29,26,4,562,358,77,118
11103,2025-03,1556,360,368,68,55,34,12,0,1,12,7,25,38,124,68,368,23,184,77,47,28,17,5,32,30,38,66,12,907,319,155,97
11104,2025-03,824,131,114,178,39,16,7,0,0,2,5,15,11,32,178,114,15,6,84,19,6,20,16,16,24,13,43,7,284,393,50,47
11105,2025-03,1253,213,383,47,41,38,4,0,0,7,16,26,22,98,47,383,20,82,64,31,15,1,5,28,15,14,58,4,711,247,133,100
11106,2025-03,1285,278,216,107,71,7,11,0,0,9,5,25,21,86,107,216,35,44,150,35,14,19,13,55,46,6,42,11,575,359,112,186
11109,2025-03,42,8,21,2,2,1,0,0,0,1,0,0,0,0,2,21,0,4,1,2,0,0,0,0,2,0,2,0,31,7,0,2
11201,2025-03,3486,715,1383,66,41,19,39,0,2,39,21,16,62,48,66,1383,162,49,366,95,40,12,12,59,25,12,125,46,2118,680,274,243
11203,2025-03,2276,402,279,230,157,22,7,0,0,8,12,62,57,228,230,279,25,123,192,42,18,65,66,40,95,29,46,7,963,899,232,129
11204,2025-03,2238,224,773,197,115,25,3,0,0,5,14,46,34,183,197,773,28,16,125,31,21,28,33,63,69,38,47,3,1213,616,189,170
11205,2025-03,2366,338,1267,33,42,32,5,0,0,11,9,11,8,41,33,1267,43,37,135,73,43,12,20,95,31,34,58,7,1647,373,118,163
11206,2025-03,2275,794,292,104,70,28,18,0,0,11,14,19,12,95,104,292,69,223,325,133,43,22,31,50,51,13,68,21,1177,601,265,143
11207,2025-03,3222,583,401,266,196,30,4,0,1,4,37,37,57,193,266,401,22,82,381,67,30,92,115,40,159,48,60,4,1245,1270,414,229
11208,2025-03,2774,370,554,190,154,14,6,0,0,2,18,40,75,239,190,554,20,20,237,63,30,53,56,36,114,33,38,6,1262,886,436,146
11209,2025-03,2927,270,1205,299,67,22,17,0,1,13,25,32,30,179,299,1205,39,25,145,45,16,16,29,50,35,27,52,22,1701,763,237,152
11210,2025-03,1912,273,329,218,119,12,0,0,0,1,22,37,57,148,218,329,23,34,189,19,8,39,69,42,82,19,29,0,805,777,182,119
11211,2025-03,3433,986,411,139,123,57,13,0,0,31,23,70,46,137,139,411,128,257,348,187,57,18,27,70,53,33,150,14,1503,932,590,244
11212,2025-03,2414,664,194,264,157,12,5,0,0,1,21,16,16,116,264,194,25,18,470,48,103,84,84,30,141,20,59,5,1024,1075,108,143
11213,2025-03,2331,399,238,449,155,40,2,0,0,9,21,25,35,63,449,238,28,21,277,53,14,76,93,41,130,18,70,2,747,1207,167,138
11214,2025-03,2971,374,997,218,120,13,11,0,3,15,15,45,38,286,218,997,16,5,323,17,11,26,157,52,75,40,46,13,1710,854,171,177
11215,2025-03,2548,214,815,99,110,63,8,0,1,23,17,75,29,51,99,815,58,50,53,28,21,14,16,91,35,46,108,8,1102,700,342,288
11216,2025-03,2168,409,214,266,156,51,7,0,0,10,12,36,37,39,266,214,47,60,195,85,21,65,67,58,120,27,78,13,714,1012,190,161
11217,2025-03,2870,343,1270,237,40,17,15,0,1,2,20,16,37,72,237,1270,69,95,92,53,34,11,36,52,24,51,44,15,1681,812,136,182
11218,2025-03,2429,295,703,247,99,33,5,0,1,6,12,47,52,174,247,703,35,17,156,52,35,17,29,95,52,50,55,5,1227,697,245,200
11219,2025-03,1743,134,448,86,109,13,4,0,0,3,20,77,54,149,86,448,16,31,60,17,8,20,25,109,32,48,24,4,792,425,252,246
11220,2025-03,2460,316,619,106,101,35,13,0,2,7,15,51,50,190,106,619,23,22,158,75,38,21,36,58,50,43,68,29,1212,590,345,216
11221,2025-03,2788,778,334,181,132,50,6,0,0,4,4,37,43,180,181,334,74,87,460,84,71,60,58,33,95,40,98,7,1294,960,312,117
11222,2025-03,2795,344,1260,72,59,30,7,0,0,21,7,37,31,115,72,1260,64,100,87,74,16,9,28,73,22,53,83,11,1760,565,245,131
11223,2025-03,2244,315,729,112,78,9,17,0,1,6,16,43,64,290,112,729,23,32,228,19,13,16,17,49,35,24,28,19,1392,484,172,149
11224,2025-03,900,255,173,34,27,7,4,0,0,3,11,5,11,33,34,173,21,3,218,13,0,20,20,15,22,22,33,4,465,278,59,61
11225,2025-03,2587,579,309,422,157,40,7,0,0,3,9,21,34,72,422,309,73,62,322,96,26,99,73,36,136,19,72,7,960,1280,157,111
11226,2025-03,4249,740,449,735,312,73,10,0,1,10,17,33,66,221,735,449,62,58,456,98,66,183,140,40,279,45,124,12,1447,2243,312,111
11228,2025-03,1318,51,709,24,31,4,2,0,0,3,17,23,14,92,24,709,13,1,32,2,3,10,2,36,8,12,18,2,863,228,104,103
11229,2025-03,2578,503,547,164,82,7,4,0,0,8,28,46,152,242,164,547,29,17,400,42,7,14,12,41,36,45,28,4,1501,615,229,201
11230,2025-03,2826,341,644,419,133,18,3,0,1,3,25,39,34,215,419,644,32,18,240,38,12,44,45,52,94,21,43,4,1240,1024,270,245
11231,2025-03,1745,131,926,34,45,16,6,0,1,7,10,32,28,24,34,926,34,13,60,17,7,13,15,31,13,19,54,6,1092,365,133,95
11232,2025-03,1138,196,263,54,50,7,0,0,1,2,8,16,15,56,54,263,14,43,79,46,11,15,30,50,34,11,35,4,555,312,105,127
11233,2025-03,2203,417,211,235,136,42,3,0,1,4,23,25,42,99,235,211,26,58,268,47,18,66,76,52,111,35,72,3,779,972,219,158
11234,2025-03,2376,192,668,77,75,16,4,0,0,7,43,37,189,177,77,668,20,13,121,28,8,7,20,77,38,89,37,5,1240,627,231,236
11235,2025-03,2538,263,875,191,67,19,2,0,0,10,33,20,69,205,191,875,28,33,136,37,19,40,37,30,47,53,55,9,1428,688,219,139
11236,2025-03,1900,277,293,141,79,20,7,0,0,7,20,36,60,219,141,293,10,38,197,20,12,13,14,40,43,52,35,10,935,530,201,189
11237,2025-03,1891,548,208,94,83,29,14,0,0,4,13,8,20,131,94,208,36,108,203,139,60,52,47,31,75,20,69,15,936,588,184,99
11238,2025-03,2466,310,643,179,85,77,22,0,1,21,6,39,9,77,179,643,71,42,118,57,22,29,35,64,46,28,118,25,1015,925,232,151
11239,2025-03,1610,161,768,30,16,1,0,0,0,2,5,1,297,221,30,768,16,1,136,7,1,3,5,7,15,9,5,0,1436,114,26,29
11241,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11242,2025-03,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11251,2025-03,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
11354,2025-03,1514,174,305,45,39,9,9,0,1,9,10,14,18,130,45,305,29,14,85,36,10,12,17,66,25,28,49,9,623,335,351,147
11355,2025-03,1689,208,327,80,45,6,12,0,0,8,7,6,34,332,80,327,12,10,128,27,27,20,14,61,39,39,38,13,967,409,153,109
11356,2025-03,856,106,208,13,80,3,0,0,0,0,3,9,60,83,13,208,5,1,79,15,6,2,13,37,71,16,5,1,460,235,93,62
11357,2025-03,815,72,204,11,22,1,0,0,0,1,11,17,67,43,11,204,5,28,13,10,12,5,6,59,5,67,11,0,391,242,72,99
11358,2025-03,1013,116,246,31,24,3,1,0,0,3,19,17,54,71,31,246,15,6,66,23,6,5,3,57,7,24,28,1,485,275,105,119
11359,2025-03,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,1,0,0,12,3,0,1
11360,2025-03,433,65,186,2,6,0,0,0,0,1,5,4,21,17,2,186,25,0,34,1,5,3,0,12,2,6,2,0,271,105,21,34
11361,2025-03,723,101,142,4,19,2,1,0,0,2,14,11,35,56,4,142,11,22,39,18,9,1,0,69,8,11,11,1,338,179,79,115
11362,2025-03,271,13,80,4,8,0,0,0,0,2,14,7,14,14,4,80,6,0,6,1,0,0,0,21,1,11,3,0,116,73,28,51
11363,2025-03,171,14,37,6,6,0,1,0,0,0,2,4,3,6,6,37,4,0,6,2,2,0,1,11,2,7,4,1,59,59,21,27
11364,2025-03,631,31,219,17,17,2,0,0,0,0,25,13,30,27,17,219,5,0,20,3,3,1,4,54,4,23,9,0,310,145,60,107
11365,2025-03,1289,94,425,19,15,8,1,0,0,2,15,12,82,48,19,425,17,0,57,14,5,2,5,43,3,38,28,1,830,262,82,86
11366,2025-03,2465,252,255,4,12,0,0,0,1,5,2,10,15,41,4,255,108,1,131,3,2,0,2,18,2,22,6,0,2052,337,35,35
11367,2025-03,1130,97,210,182,79,6,0,0,0,3,7,51,17,49,182,210,10,1,66,16,4,7,15,41,28,49,11,0,404,505,115,95
11368,2025-03,2403,630,346,122,76,13,14,0,0,3,15,17,26,395,122,346,16,47,178,325,33,16,31,47,59,11,35,14,1532,490,192,140
11369,2025-03,957,77,266,18,45,9,0,0,69,2,7,33,9,164,18,266,1,10,48,11,7,4,5,6,12,9,12,0,522,259,108,56
11370,2025-03,753,58,307,13,14,4,2,0,3,4,5,12,10,84,13,307,4,2,38,9,4,2,5,32,2,14,13,2,464,147,72,55
11371,2025-03,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
11372,2025-03,2015,395,445,284,73,16,18,0,3,15,4,8,17,116,284,445,21,43,161,87,77,37,36,47,65,6,49,18,1019,674,125,130
11373,2025-03,2010,377,357,140,81,12,9,0,4,13,7,14,18,276,140,357,15,19,271,57,13,28,26,63,67,26,45,10,1071,576,162,146
11374,2025-03,1521,210,354,270,43,23,0,0,5,7,13,7,14,90,270,354,23,12,153,10,12,29,19,31,36,17,44,1,804,535,61,76
11375,2025-03,1673,271,232,140,55,18,5,0,1,10,18,32,20,85,140,232,38,12,187,9,22,10,13,81,23,101,46,15,733,532,129,218
11377,2025-03,2385,338,568,166,71,27,7,0,5,3,15,15,81,300,166,568,30,20,182,78,28,41,23,59,56,25,54,21,1309,618,192,191
11378,2025-03,1754,152,803,12,30,15,2,0,3,5,17,26,151,151,12,803,6,21,33,66,24,0,8,51,4,42,21,2,1266,211,130,124
11379,2025-03,1135,70,360,19,26,17,0,0,0,3,20,15,112,99,19,360,19,8,30,8,3,2,5,58,11,41,22,0,636,261,93,123
11385,2025-03,3910,554,1308,171,98,77,5,0,1,4,27,56,155,359,171,1308,41,147,240,71,49,14,41,94,42,69,108,9,2380,760,420,233
11411,2025-03,381,24,109,9,9,1,2,0,0,2,8,6,21,13,9,109,3,0,13,0,8,0,3,17,3,31,4,2,170,107,61,37
11412,2025-03,844,66,106,23,48,3,0,0,0,1,21,33,61,63,23,106,8,7,37,12,2,11,16,54,15,55,9,0,303,284,141,107
11413,2025-03,936,69,170,44,43,3,7,0,0,1,19,25,75,41,44,170,7,2,39,5,16,13,9,74,18,40,8,7,353,303,136,129
11414,2025-03,1243,44,211,66,18,2,2,0,0,4,19,10,55,59,66,211,3,2,23,10,1,1,2,38,8,16,9,2,379,713,58,82
11415,2025-03,547,112,110,56,24,1,1,0,0,2,4,5,6,33,56,110,9,6,89,1,3,13,6,33,19,13,10,1,257,197,33,49
11416,2025-03,845,89,246,14,27,2,1,0,0,2,8,12,48,138,14,246,9,5,37,25,12,7,7,36,15,21,10,1,523,143,94,74
11417,2025-03,1190,99,282,35,57,3,1,0,0,1,8,27,102,113,35,282,7,14,41,17,15,4,14,32,30,28,12,1,600,360,141,76
11418,2025-03,983,161,230,26,34,4,0,0,0,1,6,8,49,139,26,230,10,27,58,29,37,7,9,22,26,22,13,3,586,227,86,68
11419,2025-03,1525,215,316,27,32,12,1,0,2,7,3,18,72,329,27,316,9,29,94,41,42,8,13,55,14,21,25,1,945,294,164,96
11420,2025-03,1675,239,350,19,50,6,0,0,0,2,11,37,171,212,19,350,9,38,125,44,23,16,7,43,13,45,20,0,984,354,217,100
11421,2025-03,1684,110,950,30,21,1,1,0,0,5,10,3,96,167,30,950,10,5,71,8,16,4,4,22,18,5,14,2,1332,154,116,66
11422,2025-03,691,48,124,15,13,1,0,0,2,0,26,9,77,31,15,124,4,8,29,4,3,4,13,39,4,30,4,0,284,192,101,110
11423,2025-03,813,82,224,30,30,1,2,0,0,1,6,15,57,72,30,224,5,2,48,20,7,2,3,32,15,27,11,2,436,201,92,71
11426,2025-03,404,42,75,10,10,1,3,0,0,0,5,9,19,18,10,75,8,2,27,2,3,0,0,35,1,33,1,5,150,153,38,57
11427,2025-03,464,69,52,63,15,0,1,0,0,0,8,6,13,24,63,52,7,0,55,5,2,8,4,36,9,13,4,1,162,201,35,61
11428,2025-03,472,55,55,90,9,3,1,0,0,0,6,7,23,13,90,55,6,12,30,3,4,1,2,44,2,22,3,1,149,197,55,67
11429,2025-03,762,186,121,10,28,5,1,0,0,0,7,14,33,27,10,121,4,0,173,6,3,1,2,53,14,20,10,6,383,185,105,73
11430,2025-03,246,1,5,0,0,0,1,0,124,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,2,1,7,225,2,9
11432,2025-03,2032,237,162,149,86,16,10,0,0,16,10,36,18,116,149,162,8,18,178,25,7,23,27,59,50,28,58,10,1141,544,160,119
