modzcta,month,total_requests,noise_total,illegal_parking,heat_hot_water,sanitation,rodent,homeless_assistance,animal_abuse,taxi_complaint,food_establishment,street_light_condition,missed_collection,type__Abandoned_Vehicle,type__Blocked_Driveway,type__HEAT_HOT_WATER,type__Illegal_Parking,type__Noise,type__Noise_-_Commercial,type__Noise_-_Residential,type__Noise_-_Street_Sidewalk,type__Noise_-_Vehicle,type__PAINT_PLASTER,type__PLUMBING,type__Request_Large_Bulky_Item_Collection,type__Street_Condition,type__UNSANITARY_CONDITION,type__Water_System,Health,Homeless,NYPD,Other,Sanitation,Transportation
10107,2021-08,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
10110,2021-08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10112,2021-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
10115,2021-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10119,2021-08,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0
10120,2021-08,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10121,2021-08,24,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,18,2,0
10122,2021-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
10123,2021-08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10128,2021-08,841,157,42,25,57,28,23,0,6,2,0,0,4,7,25,42,18,21,63,33,18,16,23,159,47,31,9,52,25,213,254,203,94
10151,2021-08,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0
10153,2021-08,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0
10154,2021-08,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
10155,2021-08,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
10158,2021-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10167,2021-08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10168,2021-08,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10169,2021-08,47,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
10171,2021-08,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10172,2021-08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
10173,2021-08,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
10174,2021-08,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10178,2021-08,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
10271,2021-08,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
10278,2021-08,17,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,12,1,0,4
10280,2021-08,37,12,2,0,0,0,0,0,2,0,2,0,0,0,0,2,7,1,0,1,3,0,0,5,0,0,0,3,0,7,19,5,3
10281,2021-08,8,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,1
10282,2021-08,47,20,3,0,0,0,1,0,0,0,2,0,0,0,0,3,5,0,2,4,9,0,0,3,6,0,0,3,1,19,12,3,9
10301,2021-08,1381,227,65,5,121,19,43,0,0,2,32,0,40,28,5,65,12,5,78,102,24,20,19,169,45,48,42,46,43,370,392,371,159
10302,2021-08,594,71,26,6,49,8,1,0,0,3,8,0,10,25,6,26,2,5,51,6,3,16,10,70,21,20,28,27,1,135,225,155,51
10303,2021-08,777,115,82,2,62,5,2,0,0,1,10,0,29,23,2,82,3,4,87,17,3,9,14,130,18,14,49,18,2,256,195,266,40
10304,2021-08,1452,200,48,5,136,12,1,0,0,3,26,0,35,52,5,48,6,13,156,15,10,36,30,145,53,70,40,41,1,357,567,371,115
10305,2021-08,1126,75,79,8,68,21,7,0,1,5,28,0,34,28,8,79,10,3,55,5,2,2,6,223,47,14,21,47,7,227,336,388,121
10306,2021-08,1592,122,85,0,88,18,6,0,0,5,26,0,33,28,0,85,12,4,93,4,9,0,3,381,68,14,40,44,6,271,427,682,162
10307,2021-08,357,64,17,0,18,3,0,0,0,2,6,0,1,4,0,17,7,21,30,5,0,0,0,69,9,2,22,11,0,86,114,123,23
10308,2021-08,737,63,48,0,31,9,3,0,0,0,19,0,15,6,0,48,10,16,31,1,5,1,0,159,25,4,27,29,3,133,223,279,70
10309,2021-08,928,109,63,1,65,8,3,0,1,3,26,0,9,10,1,63,21,2,81,2,3,1,4,183,73,5,47,21,3,186,257,340,121
10310,2021-08,817,119,39,3,30,20,1,0,0,6,14,0,26,28,3,39,5,2,85,14,11,3,6,135,32,7,34,42,1,230,208,253,83
10312,2021-08,1653,110,92,0,159,19,0,0,0,3,36,0,15,20,0,92,8,1,77,14,10,1,4,346,65,10,71,59,0,255,462,718,159
10314,2021-08,2348,170,133,3,132,25,0,0,0,5,62,0,42,37,3,133,14,5,122,15,14,2,7,500,123,19,64,88,0,439,686,872,263
10451,2021-08,1983,682,276,31,150,34,45,0,2,4,0,0,11,47,31,276,9,19,241,330,81,48,53,22,42,103,114,51,45,1040,676,102,69
10452,2021-08,3456,1443,243,27,295,17,4,0,2,7,11,0,27,81,27,243,6,78,329,683,327,120,93,23,26,252,379,38,4,1834,1401,120,59
10453,2021-08,4107,2121,254,40,300,40,7,0,1,1,4,0,15,131,40,254,10,93,452,1141,418,154,145,53,39,235,136,52,8,2540,1279,153,75
10454,2021-08,1418,385,68,29,172,27,11,0,1,2,6,0,11,41,29,68,11,21,141,169,43,45,57,33,13,57,86,40,14,545,550,204,65
10455,2021-08,1372,502,97,29,133,32,8,0,2,4,6,0,4,49,29,97,3,8,192,235,61,48,49,39,15,96,68,46,9,670,490,119,38
10456,2021-08,3439,1374,240,47,245,44,3,0,2,5,15,0,47,151,47,240,7,54,437,614,232,130,122,82,25,206,162,60,3,1847,1220,239,70
10457,2021-08,3410,1458,198,23,298,42,7,0,0,9,16,0,26,99,23,198,10,86,333,666,353,149,108,78,23,211,130,68,8,1814,1171,275,74
10458,2021-08,3348,1301,134,54,343,37,11,0,1,10,9,0,9,71,54,134,52,37,394,564,237,144,125,90,19,253,151,62,16,1520,1404,247,99
10459,2021-08,1656,442,57,24,220,47,3,0,2,5,29,0,14,80,24,57,12,18,138,215,55,63,55,42,18,137,74,65,5,616,720,176,74
10460,2021-08,2573,946,172,38,248,26,1,0,3,5,26,0,12,99,38,172,2,31,245,482,163,89,103,91,10,169,92,45,1,1249,919,282,77
10461,2021-08,1794,312,257,6,104,15,8,0,2,6,64,0,61,81,6,257,10,27,178,56,41,38,25,168,25,51,68,51,8,722,563,303,147
10462,2021-08,2305,419,295,100,165,32,4,0,3,3,64,0,62,128,100,295,19,12,249,89,46,85,72,122,47,116,113,70,5,920,894,250,166
10463,2021-08,2302,958,290,16,151,25,6,0,1,3,14,0,11,82,16,290,29,28,284,463,130,53,49,80,20,93,74,50,6,1352,622,188,84
10464,2021-08,246,15,40,2,4,3,0,0,0,2,9,0,4,3,2,40,4,2,4,2,3,2,2,20,21,0,5,7,0,62,105,33,39
10465,2021-08,2008,552,242,5,64,17,0,0,0,4,45,0,96,77,5,242,8,39,266,145,47,6,5,260,19,15,37,32,0,975,484,414,103
10466,2021-08,9372,7463,344,15,210,24,4,0,1,4,33,0,82,199,15,344,16,38,7231,97,79,59,46,185,19,116,91,45,4,8109,726,417,71
10467,2021-08,3548,1120,273,50,279,54,6,0,1,4,34,0,32,224,50,273,28,26,486,407,134,130,150,83,25,221,156,79,6,1744,1395,210,114
10468,2021-08,3565,1227,570,66,321,37,9,0,3,2,15,0,11,64,66,570,8,17,392,535,243,157,128,20,19,229,129,51,14,1923,1342,175,60
10469,2021-08,2117,397,249,21,153,23,1,0,0,4,84,0,99,146,21,249,18,37,231,75,36,41,39,256,28,66,54,40,1,902,570,454,150
10470,2021-08,574,114,74,6,65,10,5,0,0,0,2,0,28,43,6,74,7,6,64,31,5,6,7,39,5,24,17,21,5,261,163,109,15
10471,2021-08,681,175,97,3,49,15,1,0,1,3,12,0,29,17,3,97,8,1,97,43,16,13,17,38,21,23,27,32,1,314,198,87,49
10472,2021-08,2550,743,343,46,193,56,6,0,2,7,38,0,22,140,46,343,13,65,234,318,111,73,69,55,37,127,119,85,6,1336,846,173,104
10473,2021-08,1867,718,153,16,105,29,5,0,0,2,55,0,51,97,16,153,9,4,275,344,66,38,26,132,23,59,42,57,5,1024,420,255,106
10474,2021-08,733,153,75,4,85,20,2,0,1,1,9,0,8,36,4,75,0,4,39,79,30,21,45,18,5,37,65,26,3,292,295,89,28
10475,2021-08,567,72,124,6,73,6,1,0,2,2,18,0,6,11,6,124,2,1,44,17,8,36,6,9,29,32,6,16,1,215,188,75,72
11001,2021-08,110,14,9,0,3,5,0,0,0,0,0,0,7,2,0,9,1,0,12,1,0,0,1,22,0,0,0,7,0,32,27,43,1
11004,2021-08,252,29,10,0,15,0,0,0,0,1,9,0,10,3,0,10,1,1,11,0,4,0,0,53,12,0,5,5,0,54,73,78,42
11040,2021-08,46,5,2,0,0,0,0,0,0,0,0,0,1,7,0,2,1,1,3,0,0,0,0,19,0,0,0,1,0,14,10,21,0
11101,2021-08,1638,374,292,5,69,15,11,0,8,7,25,0,29,113,5,292,21,63,123,119,42,7,7,108,69,17,28,49,11,829,306,248,195
11102,2021-08,1034,230,110,4,47,16,11,0,1,5,5,0,9,82,4,110,16,13,103,70,16,9,6,170,24,23,28,38,11,423,264,234,64
11103,2021-08,1505,338,165,1,180,26,7,0,0,10,14,0,13,101,1,165,7,193,73,43,21,10,7,241,7,21,7,51,7,636,182,526,103
11104,2021-08,641,111,47,5,44,7,29,0,0,1,6,0,7,33,5,47,10,8,52,20,5,30,14,64,7,34,18,12,30,202,249,82,66
11105,2021-08,1152,233,109,3,42,25,4,0,0,4,12,0,9,55,3,109,9,71,50,37,64,9,9,230,31,18,22,45,4,453,254,306,90
11106,2021-08,997,230,74,0,42,11,6,0,0,3,9,0,12,80,0,74,18,42,97,48,25,17,19,159,29,19,27,22,6,398,229,223,119
11109,2021-08,127,18,89,0,1,0,0,0,0,0,0,0,2,1,0,89,2,1,1,12,2,0,1,0,2,0,0,3,0,110,8,4,2
11201,2021-08,2280,394,622,8,63,47,40,0,9,24,22,0,25,41,8,622,37,27,187,90,48,7,20,237,72,13,70,94,50,1103,457,342,234
11203,2021-08,2467,460,163,19,202,28,8,0,0,6,12,0,52,210,19,163,6,22,261,128,32,57,39,296,28,97,75,61,8,910,814,586,88
11204,2021-08,1735,145,269,5,79,5,5,0,0,3,22,0,20,167,5,269,16,5,82,29,12,16,16,312,22,22,46,22,5,603,475,489,141
11205,2021-08,1567,323,435,4,103,23,14,0,1,5,8,0,15,41,4,435,13,54,137,75,22,8,9,193,15,20,16,38,17,823,267,331,91
11206,2021-08,2497,798,229,16,162,49,16,0,0,3,24,0,17,135,16,229,29,103,321,282,46,26,39,295,19,75,60,71,32,1203,596,475,120
11207,2021-08,3719,880,346,27,302,59,12,0,1,3,51,0,50,221,27,346,23,51,429,289,81,72,56,348,65,138,133,107,13,1535,1071,749,244
11208,2021-08,3956,1061,434,31,362,42,14,0,1,17,30,0,53,282,31,434,18,39,563,288,152,81,109,264,59,196,102,76,14,1903,1156,644,163
11209,2021-08,1906,195,283,14,96,26,8,0,1,14,21,0,15,119,14,283,22,29,90,38,15,19,21,419,45,49,18,83,10,613,494,558,148
11210,2021-08,2060,277,188,29,225,19,4,0,0,7,6,0,53,158,29,188,12,9,210,41,5,67,36,264,32,134,29,42,5,676,781,473,83
11211,2021-08,3486,1075,263,24,216,62,21,0,5,14,21,0,29,102,24,263,53,225,287,349,141,38,27,516,62,66,86,107,44,1482,821,825,207
11212,2021-08,2302,532,179,26,251,29,4,0,2,7,23,0,32,158,26,179,10,22,282,148,45,84,77,152,28,157,59,48,4,929,830,379,112
11213,2021-08,2509,492,215,58,273,49,8,0,0,3,33,0,12,93,58,215,12,32,216,189,39,118,96,225,37,191,40,71,8,849,1059,376,146
11214,2021-08,1804,254,228,6,106,7,2,0,0,5,21,0,9,127,6,228,12,9,211,13,7,20,21,307,60,43,43,38,2,627,480,478,179
11215,2021-08,2326,315,173,18,93,48,25,0,2,4,21,0,15,43,18,173,46,36,73,68,24,16,14,713,59,31,37,77,33,535,606,859,216
11216,2021-08,2917,699,219,45,225,80,22,0,0,15,21,0,25,56,45,219,56,72,272,244,40,69,62,454,41,117,34,125,26,1019,900,696,151
11217,2021-08,1810,304,235,13,89,51,35,0,1,5,15,0,31,21,13,235,77,32,91,82,19,25,7,315,43,41,37,76,35,563,566,412,158
11218,2021-08,1866,218,226,8,107,29,11,0,0,6,8,0,40,123,8,226,21,7,91,62,33,26,23,331,24,40,52,52,11,612,548,530,113
11219,2021-08,1805,110,178,11,115,16,1,0,0,2,29,0,14,117,11,178,18,16,48,20,7,26,23,391,51,48,21,24,2,414,435,658,272
11220,2021-08,2212,331,243,41,141,19,11,0,2,11,46,0,17,100,41,243,17,18,173,85,30,34,30,258,65,53,52,59,13,741,587,611,201
11221,2021-08,3520,812,302,26,234,125,11,0,1,4,27,1,39,195,26,302,20,54,470,186,78,74,55,517,77,119,89,163,11,1378,1002,785,181
11222,2021-08,1814,315,194,9,124,49,8,0,2,9,13,0,19,77,9,194,38,46,112,70,37,14,8,342,74,48,40,79,25,607,477,490,136
11223,2021-08,1713,188,222,9,117,24,6,0,0,2,7,0,28,99,9,222,26,12,115,29,4,35,21,240,38,43,20,37,6,543,579,417,131
11224,2021-08,1000,219,60,2,63,11,5,0,2,2,6,0,15,50,2,60,6,1,131,69,6,13,13,36,8,33,7,132,5,351,361,104,47
11225,2021-08,2267,587,203,19,238,38,1,0,0,2,19,0,33,74,19,203,35,29,202,230,83,107,86,182,19,166,14,60,1,880,919,315,92
11226,2021-08,4301,1187,372,92,431,82,15,0,3,10,14,0,62,210,92,372,30,65,487,463,137,184,159,249,20,320,42,130,16,1848,1735,500,72
11228,2021-08,999,65,148,0,40,5,13,0,1,1,15,1,15,53,0,148,7,4,38,11,0,4,2,257,30,11,16,17,14,285,233,356,94
11229,2021-08,1826,253,159,3,114,21,6,0,0,7,15,0,68,120,3,159,26,16,154,42,13,27,15,249,70,40,52,44,6,603,557,459,157
11230,2021-08,1988,202,286,37,166,33,6,0,1,2,9,0,33,109,37,286,24,9,121,32,13,40,43,259,25,85,22,60,6,635,674,501,112
11231,2021-08,1230,162,94,5,81,24,7,0,1,2,19,0,16,31,5,94,16,38,51,42,15,8,7,293,66,17,31,37,11,315,325,411,131
11232,2021-08,1036,271,150,0,64,5,1,0,1,1,17,0,4,36,0,150,10,34,61,143,13,5,2,141,42,16,22,17,1,486,179,245,108
11233,2021-08,2893,596,348,46,232,86,5,0,2,9,26,0,35,113,46,348,15,22,326,167,65,60,93,300,51,130,55,117,5,1101,918,603,149
11234,2021-08,2651,275,310,10,111,28,0,0,0,2,19,0,161,168,10,310,16,25,163,28,29,12,16,442,76,20,71,58,0,924,749,731,189
11235,2021-08,1855,255,182,3,146,49,16,0,3,13,25,0,42,122,3,182,20,42,133,42,13,25,24,171,27,46,58,88,16,621,605,377,148
11236,2021-08,2485,478,283,8,152,30,11,0,1,4,10,0,52,251,8,283,9,23,316,104,25,18,17,332,70,50,60,53,11,1081,611,607,122
11237,2021-08,2267,718,207,29,138,79,9,0,3,6,13,0,17,138,29,207,16,111,250,254,86,45,25,227,35,78,90,104,12,1117,596,338,100
11238,2021-08,2725,643,320,30,187,93,15,0,7,10,11,0,15,79,30,320,53,72,240,229,47,31,40,420,35,60,86,131,16,1057,753,628,140
11239,2021-08,261,24,35,6,33,1,1,0,1,0,7,0,37,7,6,35,2,1,14,4,3,5,9,11,3,23,0,11,1,106,96,33,14
11241,2021-08,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0
11242,2021-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
11354,2021-08,1210,164,72,3,82,10,8,0,1,13,14,0,7,80,3,72,17,16,91,31,7,13,12,162,53,32,43,40,8,334,375,270,183
11355,2021-08,1534,278,101,7,107,14,5,0,2,15,13,0,19,217,7,101,14,2,204,27,29,10,25,182,40,35,24,45,11,633,375,328,142
11356,2021-08,1273,207,87,2,42,4,1,0,0,3,8,0,39,68,2,87,13,3,124,43,20,3,5,165,17,5,8,12,1,394,558,256,52
11357,2021-08,1166,138,127,0,41,7,0,0,0,2,21,0,66,31,0,127,13,6,59,35,23,0,0,306,46,1,21,27,0,366,239,420,114
11358,2021-08,939,73,92,7,36,4,3,0,0,3,13,0,26,69,7,92,17,12,28,13,3,3,1,315,27,4,1,18,3,253,179,397,89
11359,2021-08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
11360,2021-08,263,39,23,1,7,0,0,0,0,0,6,0,10,4,1,23,4,1,29,3,2,0,0,71,13,0,23,5,0,77,61,89,31
11361,2021-08,864,107,53,1,43,3,1,0,0,4,31,0,24,29,1,53,7,33,51,10,6,12,4,239,31,9,21,14,1,214,244,301,90
11362,2021-08,373,16,26,0,9,1,4,0,0,1,7,0,7,10,0,26,3,5,2,3,3,1,0,105,21,2,16,7,4,57,128,131,46
11363,2021-08,199,6,18,0,4,0,2,0,0,0,7,0,1,3,0,18,3,1,2,0,0,0,0,48,14,1,3,1,2,25,71,57,43
11364,2021-08,730,44,74,0,23,2,0,0,0,0,31,0,8,22,0,74,5,0,27,6,5,4,5,220,33,3,17,5,0,165,203,261,96
11365,2021-08,1166,152,176,2,35,6,3,0,0,0,15,0,49,39,2,176,6,0,76,9,60,8,4,172,27,19,79,15,3,468,307,223,150
11366,2021-08,2032,1351,77,1,25,5,1,0,0,5,9,0,15,25,1,77,150,0,141,13,1042,0,0,82,12,1,11,20,1,1519,333,120,39
11367,2021-08,771,110,46,2,33,6,5,0,0,5,14,0,25,17,2,46,5,4,81,8,8,14,5,167,27,16,24,15,5,199,219,248,85
11368,2021-08,2388,654,275,2,117,18,11,0,5,8,37,0,26,461,2,275,21,40,253,260,54,27,30,135,32,58,93,51,12,1446,487,275,117
11369,2021-08,899,172,129,1,40,9,0,0,29,5,18,0,10,174,1,129,14,6,122,15,15,2,5,85,12,13,22,26,0,482,192,142,57
11370,2021-08,643,77,78,0,30,2,0,0,2,0,10,0,8,73,0,78,7,2,38,7,9,0,6,119,17,10,28,8,0,244,178,166,47
11372,2021-08,1418,370,92,7,104,20,12,0,2,12,28,0,22,97,7,92,18,26,195,66,26,33,12,52,16,46,49,46,15,611,410,180,156
11373,2021-08,2090,525,338,4,76,23,25,0,1,16,40,0,24,283,4,338,7,10,239,222,45,22,10,178,42,30,59,58,27,1209,366,288,142
11374,2021-08,1169,109,225,7,35,12,4,0,0,5,28,0,103,67,7,225,12,4,78,11,3,4,4,83,9,17,14,39,4,608,216,117,185
11375,2021-08,1323,191,91,10,68,18,58,0,2,23,31,0,9,49,10,91,70,14,66,20,17,23,15,156,32,28,67,60,63,313,475,228,184
11377,2021-08,2074,392,322,6,118,29,38,0,2,3,47,0,53,206,6,322,21,40,218,66,43,26,21,186,35,48,15,47,47,1027,405,350,198
11378,2021-08,1608,124,489,0,38,14,6,0,0,5,29,0,127,123,0,489,4,7,81,21,9,7,0,242,83,8,22,24,7,889,182,348,158
11379,2021-08,1275,91,260,3,44,12,2,0,0,1,31,0,70,66,3,260,2,2,65,14,4,14,7,227,29,17,20,79,2,500,284,306,104
11385,2021-08,3626,534,632,30,204,67,16,0,1,20,40,0,109,315,30,632,19,71,233,165,36,12,16,672,52,73,63,120,22,1640,742,938,164
11411,2021-08,617,116,64,0,37,3,0,0,0,2,8,0,47,18,0,64,14,11,41,14,35,0,0,113,29,4,30,10,0,241,132,176,58
11412,2021-08,1211,208,116,7,91,10,2,0,0,3,20,0,63,58,7,116,2,1,160,29,16,7,9,206,25,18,25,24,2,467,263,386,69
11413,2021-08,1335,198,82,2,59,7,3,0,0,4,48,0,86,54,2,82,3,12,137,26,19,8,8,312,55,11,38,19,3,429,292,451,141
11414,2021-08,865,124,98,1,44,6,2,0,0,2,25,0,16,25,1,98,9,7,81,15,10,1,0,166,31,5,9,24,2,266,238,247,88
11415,2021-08,409,49,50,1,29,1,2,0,3,0,8,0,2,30,1,50,4,1,22,6,6,12,10,42,14,13,10,8,2,139,155,64,41
11416,2021-08,1051,192,119,5,67,7,1,0,0,3,20,0,32,155,5,119,2,6,112,53,19,11,3,134,22,18,19,19,1,510,219,231,71
11417,2021-08,1192,216,144,1,52,11,1,0,0,2,8,0,51,96,1,144,5,16,131,25,19,7,5,216,24,12,9,23,1,518,237,346,67
11418,2021-08,1097,191,171,1,51,3,6,0,2,1,22,0,50,129,1,171,5,6,127,33,20,3,5,132,29,14,23,16,6,554,214,227,80
11419,2021-08,1887,519,221,4,77,10,2,0,0,2,13,0,65,271,4,221,4,22,391,57,44,7,10,227,28,24,25,19,2,1105,324,350,87
11420,2021-08,2013,475,200,8,81,11,3,0,0,2,18,0,109,204,8,200,12,11,317,56,79,6,5,282,38,28,20,25,3,1009,427,456,93
11421,2021-08,1665,354,394,2,41,5,0,0,0,1,10,0,83,179,2,394,7,15,224,67,41,10,8,220,29,15,18,14,0,1039,213,296,103
11422,2021-08,809,111,65,4,46,6,0,0,2,4,7,1,32,30,4,65,3,7,85,10,6,0,0,207,32,3,11,20,0,250,157,312,70
11423,2021-08,987,202,99,1,82,6,1,0,0,0,5,0,49,78,1,99,4,7,131,48,12,5,6,134,21,8,31,20,1,456,184,281,45
11426,2021-08,430,34,51,1,23,6,1,0,1,1,6,0,10,11,1,51,4,1,25,0,4,2,1,84,23,8,5,12,1,103,144,121,49
11427,2021-08,553,72,33,0,35,3,0,0,0,1,9,0,10,15,0,33,1,0,63,4,4,11,3,117,27,14,22,11,0,138,171,158,75
11428,2021-08,524,92,35,0,16,4,0,0,0,1,5,0,19,50,0,35,6,3,56,20,7,3,2,89,18,5,16,9,0,204,140,124,47
11429,2021-08,678,115,90,4,27,3,0,0,0,2,11,0,32,40,4,90,3,12,79,20,1,3,4,145,14,4,11,11,0,290,125,215,37
11430,2021-08,149,1,14,0,0,0,0,0,57,0,2,0,0,1,0,14,0,0,1,0,0,0,0,0,1,0,0,0,0,16,129,1,3
11432,2021-08,1834,612,69,11,104,26,13,0,0,14,7,0,29,86,11,69,9,6,150,80,366,38,31,196,20,49,43,52,13,861,491,322,95
11433,2021-08,1492,530,110,5,128,15,3,0,2,1,5,0,35,133,5,110,5,26,407,53,36,3,9,167,17,20,16,23,5,835,206,366,57
11434,2021-08,1795,278,164,7,118,12,3,0,0,3,15,0,99,128,7,164,9,8,168,49,40,9,22,346,39,27,38,36,3,702,373,580,101
11435,2021-08,1534,306,169,16,113,18,14,0,1,5,14,0,28,203,16,169,4,10,216,43,29,10,15,161,25,21,24,34,14,744,294,367,81
11436,2021-08,826,165,98,1,32,12,0,0,1,0,2,0,43,86,1,98,2,1,127,21,14,0,5,129,18,6,11,19,0,410,143,220,34
11691,2021-08,1342,189,85,5,119,15,1,0,1,3,30,0,25,82,5,85,3,6,121,40,17,48,51,199,35,84,24,29,1,395,480,334,103
11692,2021-08,542,147,35,8,53,1,0,0,0,0,11,0,6,16,8,35,4,11,97,33,2,10,18,70,1,40,6,21,0,207,188,110,16
11693,2021-08,449,112,120,7,22,2,2,0,0,1,12,0,6,18,7,120,3,42,39,22,5,7,4,20,6,7,1,14,2,260,91,46,36
11694,2021-08,769,137,234,3,27,5,2,0,0,0,14,0,4,20,3,234,9,11,62,45,7,7,18,62,18,14,13,12,2,417,183,89,66
11695,2021-08,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
11697,2021-08,28,19,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2,15,2,0,0,0,0,0,1,0,0,1,0,18,5,1,3
12345,2021-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10000.0,2021-09,25,9,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,5,1,0,0,0,1,0,0,1,0,15,1,2,6
10041.0,2021-09,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3
10048.0,2021-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10055.0,2021-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10103.0,2021-09,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
10105.0,2021-09,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
10112.0,2021-09,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10119.0,2021-09,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2
10120.0,2021-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
10121.0,2021-09,20,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,16,2,0
10123.0,2021-09,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10151.0,2021-09,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
10153.0,2021-09,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0
